Account Length,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Intl Mins,Intl Calls,CustServ Calls,Churn?
Short,no,yes,Middle(13->23),200->300,50->100,200->300,100->150,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,100->150,200->300,100->150,100->200,50->100,0->100,5->10,0->5,False.
Short,no,no,None,100->200,50->100,300->400,100->150,200->300,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,50->100,200->300,50->100,200->300,50->100,0->100,0->5,0->5,False.
Short,no,no,None,200->300,50->100,200->300,50->100,200->300,50->100,0->100,0->5,0->5,False.
Short,no,no,None,200->300,50->100,200->300,100->150,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,100->200,50->100,100->200,100->150,0->100,5->10,0->5,False.
Short,no,yes,Middle(13->23),100->200,50->100,100->200,100->150,100->200,100->150,0->100,0->5,0->5,False.
Short,yes,yes,Middle(13->23),100->200,50->100,200->300,50->100,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,yes,Middle(13->23),100->200,50->100,200->300,100->150,200->300,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,100->150,100->200,100->150,0->100,0->5,0->5,False.
Short,no,no,None,200->300,50->100,100->200,100->150,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,50->100,100->200,50->100,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,50->100,100->200,100->150,0->100,5->10,0->5,False.
Short,no,yes,Large(23->51),100->200,100->150,200->300,100->150,100->200,50->100,0->100,0->5,0->5,False.
Short,no,no,None,300->400,100->150,100->200,50->100,200->300,100->150,0->100,0->5,0->5,True.
Short,no,no,None,200->300,50->100,200->300,100->150,200->300,100->150,0->100,5->10,0->5,False.
Long,no,no,None,0->100,50->100,100->200,50->100,200->300,100->150,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,50->100,200->300,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,50->100,200->300,100->150,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),100->200,50->100,0->100,100->150,100->200,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,100->150,0->100,50->100,100->200,50->100,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,100->150,100->200,50->100,200->300,100->150,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),100->200,50->100,100->200,50->100,100->200,50->100,0->100,5->10,0->5,False.
Middle_Length,no,no,None,200->300,100->150,100->200,50->100,100->200,100->150,0->100,0->5,0->5,False.
Short,no,no,None,100->200,100->150,200->300,50->100,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,yes,no,None,100->200,50->100,200->300,100->150,100->200,50->100,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,100->150,200->300,100->150,0->100,0->5,0->5,False.
Short,no,no,None,100->200,100->150,100->200,50->100,200->300,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,50->100,200->300,50->100,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,yes,no,None,100->200,50->100,0->100,100->150,200->300,100->150,0->100,0->5,0->5,True.
Short,no,no,None,200->300,50->100,200->300,50->100,200->300,50->100,0->100,0->5,0->5,False.
Short,no,no,None,300->400,100->150,200->300,50->100,100->200,100->150,0->100,0->5,0->5,True.
Middle_Length,no,no,None,200->300,100->150,200->300,50->100,100->200,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,0->100,100->150,100->200,50->100,200->300,50->100,0->100,0->5,0->5,False.
Short,no,no,None,0->100,50->100,200->300,100->150,0->100,50->100,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),200->300,100->150,200->300,50->100,100->200,100->150,0->100,0->5,0->5,False.
Short,yes,yes,Middle(13->23),100->200,50->100,100->200,100->150,200->300,100->150,0->100,10->15,0->5,False.
Middle_Length,no,yes,Middle(13->23),200->300,50->100,300->400,100->150,200->300,100->150,0->100,5->10,0->5,False.
Short,no,yes,Middle(13->23),200->300,50->100,200->300,50->100,100->200,50->100,0->100,5->10,0->5,False.
Middle_Length,no,no,None,0->100,100->150,200->300,100->150,200->300,50->100,0->100,5->10,0->5,False.
Short,no,no,None,200->300,100->150,100->200,100->150,100->200,50->100,0->100,0->5,5->10,False.
Short,yes,no,None,100->200,50->100,200->300,50->100,0->100,100->150,0->100,10->15,0->5,False.
Middle_Length,no,no,None,200->300,50->100,100->200,100->150,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,no,yes,Middle(13->23),100->200,50->100,100->200,50->100,200->300,50->100,0->100,5->10,0->5,False.
Middle_Length,no,yes,,200->300,50->100,100->200,100->150,100->200,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,100->200,100->150,200->300,100->150,0->100,0->5,0->5,True.
Short,no,yes,Middle(13->23),100->200,100->150,100->200,100->150,200->300,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,50->100,100->200,100->150,200->300,100->150,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,50->100,200->300,100->150,100->200,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,100->150,0->100,100->150,200->300,100->150,0->100,5->10,0->5,False.
Middle_Length,yes,no,None,100->200,50->100,200->300,50->100,0->100,50->100,0->100,0->5,0->5,True.
Middle_Length,no,no,None,200->300,50->100,200->300,50->100,200->300,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,200->300,50->100,200->300,100->150,0->100,5->10,0->5,False.
Middle_Length,no,yes,Middle(13->23),200->300,50->100,200->300,100->150,200->300,100->150,0->100,10->15,0->5,False.
Short,no,no,None,200->300,100->150,100->200,100->150,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,100->150,100->200,50->100,200->300,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,50->100,100->200,100->150,200->300,50->100,0->100,0->5,0->5,False.
Middle_Length,no,yes,Middle(13->23),200->300,50->100,100->200,100->150,100->200,50->100,0->100,5->10,0->5,False.
Short,no,no,None,200->300,100->150,200->300,50->100,200->300,50->100,0->100,0->5,0->5,True.
Middle_Length,no,no,None,100->200,100->150,100->200,100->150,200->300,50->100,0->100,5->10,0->5,False.
Short,no,no,None,100->200,100->150,100->200,100->150,200->300,100->150,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),100->200,100->150,100->200,100->150,300->400,100->150,0->100,0->5,0->5,False.
Short,no,no,None,200->300,50->100,100->200,50->100,200->300,100->150,0->100,10->15,0->5,False.
Middle_Length,no,no,None,100->200,100->150,100->200,100->150,0->100,100->150,0->100,0->5,0->5,False.
Short,no,no,None,200->300,100->150,100->200,50->100,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,no,yes,Middle(13->23),200->300,100->150,200->300,100->150,100->200,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,100->200,50->100,200->300,50->100,0->100,5->10,0->5,False.
Short,no,no,None,100->200,50->100,200->300,100->150,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,yes,no,None,100->200,100->150,200->300,100->150,200->300,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,150->200,200->300,50->100,200->300,50->100,0->100,5->10,0->5,False.
Short,no,no,None,200->300,100->150,100->200,100->150,200->300,100->150,0->100,5->10,0->5,True.
Middle_Length,no,yes,Large(23->51),200->300,50->100,100->200,100->150,200->300,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,100->150,300->400,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,100->150,100->200,100->150,200->300,100->150,0->100,0->5,5->10,False.
Middle_Length,no,yes,Middle(13->23),100->200,100->150,200->300,100->150,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,300->400,50->100,100->200,100->150,0->100,0->5,0->5,False.
Middle_Length,yes,no,None,200->300,50->100,200->300,50->100,100->200,100->150,0->100,0->5,0->5,False.
Short,no,no,None,200->300,50->100,100->200,100->150,0->100,50->100,0->100,0->5,0->5,False.
Middle_Length,no,yes,Middle(13->23),200->300,50->100,200->300,100->150,100->200,100->150,0->100,5->10,0->5,False.
Short,no,no,None,100->200,50->100,100->200,100->150,200->300,50->100,0->100,5->10,0->5,False.
Short,no,no,None,100->200,50->100,200->300,100->150,200->300,100->150,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,100->150,100->200,100->150,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,200->300,100->150,0->100,100->150,0->100,10->15,0->5,False.
Short,no,no,None,200->300,50->100,100->200,50->100,100->200,100->150,0->100,5->10,0->5,False.
Short,no,yes,Middle(13->23),200->300,100->150,200->300,100->150,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,yes,Middle(13->23),100->200,100->150,100->200,100->150,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,50->100,200->300,50->100,200->300,50->100,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,50->100,200->300,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,0->100,50->100,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,50->100,200->300,100->150,100->200,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,100->200,100->150,200->300,100->150,0->100,5->10,0->5,False.
Middle_Length,no,yes,Middle(13->23),100->200,50->100,200->300,50->100,100->200,50->100,0->100,0->5,0->5,True.
Middle_Length,yes,no,None,200->300,50->100,0->100,100->150,100->200,100->150,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,100->200,100->150,100->200,50->100,0->100,0->5,0->5,True.
Middle_Length,no,no,None,100->200,100->150,200->300,100->150,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,100->200,100->150,200->300,100->150,0->100,5->10,0->5,False.
Middle_Length,no,yes,Middle(13->23),200->300,100->150,200->300,100->150,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,100->150,200->300,50->100,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),200->300,100->150,200->300,100->150,200->300,50->100,0->100,5->10,0->5,False.
Short,yes,yes,Middle(13->23),100->200,100->150,100->200,50->100,200->300,50->100,0->100,5->10,0->5,False.
Short,no,no,None,300->400,100->150,200->300,100->150,100->200,150->200,0->100,0->5,0->5,True.
Middle_Length,no,no,None,100->200,50->100,200->300,100->150,200->300,100->150,0->100,5->10,5->10,False.
Short,no,no,None,200->300,50->100,100->200,50->100,100->200,100->150,0->100,5->10,0->5,False.
Short,no,no,None,200->300,100->150,200->300,100->150,200->300,50->100,0->100,0->5,0->5,True.
Middle_Length,no,no,None,100->200,100->150,0->100,50->100,200->300,100->150,0->100,0->5,0->5,True.
Short,no,no,None,200->300,50->100,100->200,100->150,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,yes,Middle(13->23),100->200,50->100,100->200,50->100,200->300,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,100->200,100->150,200->300,50->100,0->100,0->5,5->10,False.
Middle_Length,no,yes,Middle(13->23),0->100,50->100,100->200,100->150,200->300,100->150,0->100,5->10,0->5,False.
Short,no,yes,Middle(13->23),100->200,50->100,100->200,100->150,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,no,no,None,200->300,100->150,300->400,100->150,200->300,50->100,0->100,10->15,5->10,True.
Short,no,no,None,100->200,50->100,100->200,50->100,100->200,50->100,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),200->300,100->150,200->300,50->100,300->400,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,100->150,200->300,100->150,200->300,100->150,0->100,0->5,0->5,True.
Middle_Length,no,no,None,100->200,100->150,100->200,50->100,100->200,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,50->100,200->300,100->150,200->300,100->150,0->100,5->10,0->5,False.
Short,no,no,None,100->200,50->100,100->200,50->100,200->300,50->100,0->100,5->10,0->5,False.
Short,no,no,None,200->300,50->100,200->300,100->150,300->400,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,100->150,100->200,50->100,100->200,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,100->200,50->100,100->200,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,200->300,50->100,200->300,50->100,0->100,10->15,0->5,False.
Short,no,no,None,200->300,100->150,100->200,50->100,300->400,100->150,0->100,5->10,0->5,False.
Short,no,no,None,100->200,100->150,100->200,50->100,200->300,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,100->150,200->300,50->100,200->300,100->150,0->100,0->5,0->5,False.
Short,no,no,None,0->100,100->150,0->100,100->150,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,100->150,100->200,50->100,100->200,50->100,0->100,5->10,0->5,False.
Short,no,yes,Middle(13->23),100->200,100->150,100->200,50->100,100->200,100->150,0->100,5->10,0->5,False.
Long,no,yes,Middle(13->23),100->200,100->150,100->200,50->100,100->200,50->100,0->100,5->10,0->5,False.
Short,no,no,None,200->300,100->150,100->200,100->150,200->300,100->150,0->100,5->10,0->5,False.
Short,no,no,None,100->200,100->150,200->300,100->150,200->300,100->150,0->100,0->5,0->5,False.
Short,no,no,None,0->100,50->100,100->200,50->100,200->300,100->150,0->100,0->5,0->5,False.
Short,no,no,None,200->300,50->100,300->400,100->150,100->200,100->150,0->100,0->5,0->5,False.
Short,yes,no,None,100->200,100->150,200->300,50->100,200->300,100->150,0->100,0->5,0->5,True.
Long,no,no,None,100->200,50->100,100->200,100->150,100->200,100->150,0->100,0->5,0->5,False.
Short,no,no,None,200->300,50->100,200->300,100->150,200->300,50->100,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),100->200,100->150,200->300,100->150,200->300,50->100,0->100,0->5,0->5,False.
Short,no,no,None,200->300,100->150,100->200,50->100,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,100->200,50->100,200->300,100->150,0->100,0->5,0->5,False.
Short,no,no,None,0->100,50->100,100->200,100->150,300->400,50->100,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,100->150,200->300,100->150,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,200->300,100->150,200->300,50->100,0->100,5->10,0->5,False.
Middle_Length,no,no,None,200->300,50->100,100->200,100->150,200->300,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,100->150,200->300,50->100,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),100->200,100->150,100->200,100->150,100->200,100->150,0->100,5->10,0->5,True.
Middle_Length,no,no,None,100->200,50->100,100->200,50->100,200->300,100->150,0->100,5->10,0->5,False.
Short,no,no,None,200->300,50->100,200->300,50->100,200->300,100->150,0->100,5->10,0->5,True.
Middle_Length,no,yes,Middle(13->23),100->200,50->100,100->200,50->100,200->300,100->150,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,100->200,100->150,200->300,100->150,0->100,0->5,0->5,False.
Short,no,no,None,200->300,100->150,200->300,50->100,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,100->150,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,50->100,200->300,50->100,100->200,50->100,0->100,0->5,0->5,False.
Short,no,no,None,200->300,50->100,100->200,50->100,100->200,100->150,0->100,0->5,0->5,False.
Middle_Length,no,yes,Middle(13->23),100->200,50->100,100->200,50->100,200->300,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,100->150,200->300,100->150,0->100,5->10,0->5,False.
Middle_Length,no,yes,Middle(13->23),100->200,100->150,200->300,100->150,200->300,100->150,0->100,5->10,0->5,False.
Short,no,yes,Middle(13->23),200->300,50->100,100->200,50->100,200->300,100->150,0->100,0->5,0->5,False.
Middle_Length,yes,no,None,100->200,50->100,200->300,50->100,100->200,100->150,0->100,15->20,0->5,False.
Short,no,yes,Middle(13->23),200->300,50->100,100->200,50->100,100->200,100->150,0->100,0->5,0->5,False.
Short,no,no,None,100->200,100->150,100->200,50->100,100->200,100->150,0->100,5->10,0->5,False.
Short,no,no,None,100->200,100->150,100->200,0->50,200->300,50->100,0->100,0->5,0->5,False.
Short,no,no,None,200->300,50->100,300->400,50->100,100->200,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,50->100,100->200,50->100,200->300,100->150,0->100,0->5,0->5,False.
Middle_Length,no,yes,Middle(13->23),100->200,50->100,100->200,50->100,200->300,50->100,0->100,5->10,0->5,False.
Short,no,yes,Middle(13->23),100->200,100->150,200->300,50->100,100->200,100->150,0->100,0->5,0->5,False.
Short,no,no,None,100->200,100->150,200->300,100->150,100->200,50->100,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),100->200,50->100,200->300,100->150,200->300,100->150,0->100,5->10,0->5,True.
Short,no,no,None,200->300,100->150,100->200,100->150,100->200,100->150,0->100,0->5,0->5,False.
Middle_Length,no,yes,Middle(13->23),100->200,100->150,200->300,100->150,100->200,100->150,0->100,0->5,0->5,True.
Short,no,no,None,100->200,50->100,200->300,50->100,100->200,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,100->150,200->300,100->150,200->300,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,200->300,50->100,200->300,50->100,0->100,5->10,0->5,False.
Short,no,no,None,200->300,50->100,100->200,50->100,100->200,50->100,0->100,0->5,0->5,False.
Middle_Length,no,no,None,100->200,50->100,100->200,100->150,100->200,50->100,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),100->200,50->100,200->300,50->100,100->200,50->100,0->100,5->10,5->10,False.
Middle_Length,no,no,None,300->400,100->150,100->200,100->150,100->200,50->100,0->100,5->10,0->5,True.
Middle_Length,no,no,None,100->200,50->100,100->200,100->150,200->300,50->100,0->100,5->10,0->5,False.
Short,no,yes,Middle(13->23),100->200,100->150,100->200,100->150,100->200,50->100,0->100,0->5,0->5,True.
Short,no,no,None,200->300,100->150,200->300,100->150,200->300,100->150,0->100,0->5,0->5,True.
Middle_Length,no,no,None,100->200,50->100,200->300,100->150,200->300,100->150,0->100,5->10,0->5,False.
Short,no,no,None,100->200,50->100,200->300,100->150,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,no,yes,Middle(13->23),100->200,50->100,200->300,100->150,200->300,50->100,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),100->200,100->150,100->200,100->150,200->300,100->150,0->100,15->20,0->5,False.
Short,no,no,None,200->300,100->150,200->300,100->150,200->300,100->150,0->100,0->5,0->5,False.
Short,no,no,None,100->200,100->150,300->400,100->150,100->200,50->100,0->100,0->5,0->5,False.
Short,yes,no,None,300->400,50->100,200->300,50->100,200->300,100->150,0->100,5->10,0->5,True.
Middle_Length,no,yes,Middle(13->23),100->200,100->150,100->200,100->150,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,yes,yes,Middle(13->23),200->300,100->150,200->300,50->100,100->200,100->150,0->100,0->5,0->5,True.
Middle_Length,no,no,None,100->200,100->150,100->200,100->150,200->300,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,150->200,100->200,50->100,100->200,100->150,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),100->200,100->150,200->300,50->100,200->300,100->150,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),100->200,50->100,100->200,100->150,200->300,100->150,0->100,0->5,0->5,False.
Short,no,yes,Middle(13->23),0->100,100->150,100->200,100->150,0->100,100->150,0->100,5->10,0->5,False.
Short,no,no,None,100->200,50->100,100->200,100->150,200->300,50->100,0->100,0->5,0->5,False.
Middle_Length,no,yes,Middle(13->23),200->300,100->150,200->300,100->150,200->300,50->100,0->100,5->10,0->5,False.
Short,no,no,None,100->200,100->150,100->200,50->100,100->200,50->100,0->100,5->10,0->5,False.
Middle_Length,no,no,None,100->200,100->150,200->300,50->100,100->200,100->150,0->100,5->10,0->5,False.
Middle_Length,no,no,None,200->300,50->100,200->300,50->100,100->200,50->100,0->100,0->5,0->5,False.
Short,no,no,None,100->200,50->100,200->300,50->100,100->200,100->150,0->100,0->5,0->5,False.
Middle_Length,no,no,None,200->300,100->150,100->200,50->100,0->100,50->100,0->100,0->5,0->5,False.
